tof,sweep
55447164.9,297
55447169.5,297
55447197.9,297
55447242.2,297
55447337.6,297
55445262.6,298
55445319.4,299
55445510.2,299
55447150.9,299
55447203.8,299
55447261.3,299
55447312.0,299
55446059.6,300
55447200.2,300
55445111.9,301
55447139.3,301
55447165.0,301
55447209.2,301
55447256.1,302
55445255.2,303
55445262.0,303
55447096.0,303
55447132.6,303
55447140.3,304
55447160.7,304
55447221.7,304
55445189.8,305
55447151.3,305
55447262.0,305
55445199.2,306
55447067.3,306
55447114.9,306
55447147.5,306
55447176.7,306
55445232.6,307
55447199.5,307
55447233.4,307
55445202.7,308
55445242.1,308
55447159.0,308
55447224.1,308
55445216.1,309
55447072.4,309
55447142.5,309
55447168.4,309
55447197.5,309
55447232.4,309
55445167.5,310
55447122.1,310
55447139.3,311
55447158.8,311
55447174.1,312
55447250.4,312
55447531.3,312
55445185.5,313
55445194.2,313
55447145.3,313
55445197.2,314
55447115.6,314
55447118.5,314
55447176.1,314
55447138.7,315
55447180.3,315
55447140.4,316
55447149.8,316
55447209.2,316
55447935.9,316
55445211.6,317
55447115.5,317
55447172.1,317
55447121.6,318
55447228.4,318
55445248.5,319
55447101.0,319
55447137.8,319
55447141.9,319
55447169.5,319
55447179.0,319
55447222.1,319
55447295.0,319
55445194.1,320
55445199.9,320
55445213.5,320
55447188.1,320
55447245.7,320
55447260.8,320
55447264.2,320
55447677.5,320
55447106.3,321
55447136.2,321
55447152.8,321
55447199.7,321
55447214.7,321
55447231.5,321
55447139.1,322
55447169.1,322
55447187.8,322
55445223.8,323
55445255.5,323
55447129.8,323
55447179.5,323
55445236.6,324
55445252.1,324
55447133.7,324
55447841.7,324
55445224.9,325
55447143.7,325
55447166.7,325
55447178.5,325
55447322.1,325
55445192.2,326
55445205.6,326
55447188.4,326
55447205.8,326
55447241.7,326
55445232.0,327
55447141.1,327
55447159.2,327
55447394.2,327
55445190.7,328
55445209.8,328
55447126.3,328
55447284.4,328
55447086.1,329
55447095.6,329
55447177.4,329
55447210.9,329
55445214.1,330
55447130.6,330
55447183.5,330
55445092.3,331
55447138.9,331
55447198.5,331
55447211.9,331
55447290.1,331
55445133.2,332
55447041.9,332
55447111.2,332
55447184.3,332
55447152.8,333
55447203.0,333
55447386.5,333
55445267.5,334
55447201.4,334
55447236.3,334
55445836.1,335
55447119.7,335
55447105.8,336
55447046.3,337
55447128.8,337
55447184.6,337
55445263.2,338
55447104.3,338
55445141.2,339
55445245.6,339
55445269.7,339
55447180.5,339
55447153.6,340
55445311.7,341
55447168.3,341
55445270.9,342
55447146.6,342
55447169.5,342
55447193.4,342
55447217.2,342
55445189.4,343
55445238.6,343
55445311.7,343
55447124.6,343
55447130.6,343
55447168.7,343
55447211.8,343
55445257.4,344
55445281.5,344
55447019.5,344
55447153.2,344
55447165.4,344
55445223.4,345
55447187.5,345
55447225.7,345
55447284.8,345
55445248.7,346
55445259.4,346
55445273.1,346
55447078.8,346
55447114.3,346
55447193.3,346
55447203.7,346
55445134.6,347
55445248.5,347
55447162.0,347
55447177.9,347
55447184.5,347
55447122.9,348
55447166.3,348
55445230.9,349
55447142.8,349
55447154.9,349
55447205.6,349
55445092.3,350
55447130.4,350
55447187.1,350
55447125.3,351
55447153.6,351
55447191.4,351
55447222.4,351
55447231.4,351
55447800.2,351
55445178.2,352
55445230.4,352
55447189.1,352
55445306.4,353
55447097.5,353
55447101.1,353
55447134.6,353
55447096.1,354
55447117.6,354
55445189.0,355
55447124.4,355
55447170.2,355
55447241.8,355
55445211.1,356
55445223.3,356
55447210.2,356
55447416.4,356
55445153.1,357
55445243.5,357
55445258.6,357
55447124.9,357
55447155.2,357
55447168.4,357
55447197.8,357
55447210.7,357
55445167.1,358
55447104.6,358
55447153.2,359
55447179.1,359
55447219.4,359
55447085.3,360
55445094.3,361
55447125.9,361
55447143.3,361
55447147.9,361
55447084.7,362
55447147.1,362
55447174.9,362
55447219.9,362
55445164.7,363
55447141.2,363
55447153.9,363
55447235.5,363
55447249.3,363
55447318.5,363
55447163.3,364
55447185.8,364
55447190.9,364
55447112.6,365
55447116.1,365
55447125.6,365
55447215.0,365
55445212.8,366
55447067.4,366
55447124.3,366
55447144.1,366
55447150.8,366
55447155.1,366
55447175.1,366
55447181.5,366
55445252.9,367
55445331.2,367
55447206.2,367
55447242.0,367
55445243.0,368
55445355.6,368
55447156.8,368
55447174.5,368
55447226.4,368
55447255.1,368
55447073.1,369
55447141.2,369
55447180.8,369
55445262.8,370
55447110.0,370
55447174.9,370
55447396.0,370
55445237.0,371
55447107.5,371
55445186.8,372
55445293.7,372
55447162.2,372
55447216.4,372
55447228.2,372
55445222.9,373
55445843.4,373
55446359.9,373
55447143.0,373
55447169.3,373
55447184.2,373
55447188.3,373
55447207.6,373
55447245.0,373
55445329.9,374
55447115.1,374
55447136.6,374
55447164.5,374
55447220.0,374
55445201.6,375
55445371.3,376
55447126.4,376
55447179.0,376
55447191.7,376
55447207.7,376
55447223.2,376
55445246.0,377
55445271.8,377
55447171.1,377
55447184.4,377
55445148.0,378
55445246.7,378
55447182.7,378
55447205.8,378
55445198.8,379
55445219.8,379
55445267.9,379
55445308.9,379
55447121.8,379
55447171.8,379
55447214.2,379
55447677.1,379
55445240.0,380
55447191.3,380
55447232.2,380
55445237.3,381
55445278.0,381
55445516.5,381
55447083.8,381
55447130.4,381
55447164.4,381
55445195.5,382
55447075.3,382
55447181.2,382
55447214.3,382
55447513.2,382
55445148.1,383
55447144.0,383
55447164.9,383
55447171.2,383
55447196.0,383
55447229.3,383
55445323.9,384
55447052.6,384
55447121.1,384
55447214.0,384
55447237.5,384
55447214.0,385
55445218.8,386
55447098.6,386
55447126.8,386
55447208.4,386
55447213.9,386
55447328.7,386
55445167.5,387
55447218.6,388
55447225.0,388
55447247.0,388
55448170.2,388
55447147.4,389
55447179.1,389
55447187.0,389
55447244.0,389
55447151.0,390
55445289.7,391
55447121.6,391
55447194.8,392
55445180.8,393
55445256.2,393
55447246.0,393
55447122.7,394
55447203.2,394
55445163.7,395
55445344.4,395
55447090.5,395
55447151.7,395
55447198.8,395
55445163.0,396
55447132.4,396
55447135.9,396
55447247.5,396
55447255.3,396
55447172.8,397
55447176.4,397
55447194.9,397
55447278.9,397
55447288.6,397
55445246.3,398
55445289.8,398
55447140.7,398
55447189.4,398
55445214.1,399
55445227.2,399
55445237.6,399
55447214.0,399
55447122.0,400
55447143.4,400
55445249.1,401
55447130.3,401
55445230.6,402
55445281.0,402
55447130.3,402
55447135.3,402
55447295.9,402
55445751.1,403
55447139.5,403
55447191.6,403
55447244.3,403
55445214.8,404
55445240.3,404
55447121.7,404
55447251.3,404
55445356.8,405
55445535.2,405
55447118.2,405
55447140.6,405
55447184.3,405
55447220.2,405
55447263.3,405
55447078.3,406
55447147.5,406
55447179.0,406
55447205.3,406
55445254.4,407
55445283.5,407
55447149.7,407
55447194.2,407
55447256.4,408
55447281.7,408
55445258.2,409
55447061.1,409
55447084.1,409
55447158.8,409
55447210.5,409
55447162.1,410
55447179.8,410
55447096.4,412
55447173.2,412
55447239.9,412
55447155.9,413
55447193.6,413
55447279.4,413
55445222.6,414
55445271.6,414
55445299.9,414
55445379.9,414
55447094.4,414
55447107.6,414
55447144.9,414
55447217.3,414
55447149.3,415
55447198.8,416
55445220.2,417
55447233.8,417
55445103.7,418
55445260.9,418
55447189.9,418
55447346.6,418
55445260.7,419
55447165.1,419
55447198.6,419
55445314.7,420
55447283.4,420
55447811.7,420
55445204.7,421
55445607.2,421
55447102.2,421
55447118.9,421
55447166.1,421
55445171.5,422
55447139.1,422
55447207.8,422
55445182.8,423
55447166.0,423
55447172.0,423
55447198.2,423
55447210.5,423
55447245.6,423
55447217.3,424
55447200.4,425
55447220.6,425
55447269.3,425
55445206.1,426
55445325.5,426
55447133.5,426
55447267.5,426
55447274.6,426
55447114.0,427
55447151.7,427
55445308.7,428
55445319.3,428
55447073.9,428
55447121.2,428
55447218.3,428
55445277.9,429
55447157.2,429
55447189.1,429
55447194.3,429
55445198.4,430
55447160.5,430
55447183.1,430
55447186.2,430
55447116.3,431
55447226.8,431
55447238.3,431
55445220.3,432
55447133.4,432
55447154.0,432
55447162.5,432
55447196.7,432
55447231.3,432
55445239.2,433
55447125.3,433
55447287.2,433
55445164.3,434
55445182.8,434
55445268.9,434
55447166.2,434
55447175.4,434
55445118.8,435
55445367.1,435
55447078.3,435
55447132.5,435
55447153.8,435
55447216.2,435
55447234.8,435
55447475.7,435
55447159.0,436
55447187.6,436
55447250.4,436
55447461.1,436
55447118.6,437
55447176.4,437
55447181.8,437
55447195.8,437
55447174.5,438
55447255.3,438
55445222.5,439
55445274.5,439
55447142.6,439
55447162.8,439
55447218.0,439
55447246.0,439
55447360.5,439
55447552.4,439
55447085.9,440
55447162.5,440
55447188.6,440
55447198.8,440
55447206.9,440
55447155.1,441
55447189.5,441
55447198.2,441
55447213.3,441
55447224.8,441
55447254.4,441
55445192.9,442
55445261.2,442
55447134.5,442
55447140.8,442
55447242.1,442
55447136.8,443
55447146.5,443
55447149.1,443
55447223.7,443
55447232.5,443
55445203.4,444
55447224.4,444
55447242.7,444
55447538.4,444
55447089.4,445
55447133.3,445
55447212.1,445
55447233.5,445
55447250.3,445
55447186.0,446
55445288.1,447
55447105.6,448
55447131.7,448
55447165.1,448
55445233.3,449
55445568.6,449
55447236.6,449
55447335.6,449
55445234.2,450
55447131.6,450
55447225.9,450
55445222.2,451
55445230.0,451
55445242.6,451
55447128.1,451
55447170.2,451
55447187.0,451
55447192.7,451
55447237.4,451
55445249.0,452
55447120.9,452
55447173.1,452
55447213.0,452
55447243.0,452
55447128.0,453
55447131.5,453
55447179.1,453
55447217.1,453
55445235.6,454
55445268.5,454
55447165.8,454
55447316.7,454
55445258.9,455
55445265.1,455
55447132.1,455
55445190.8,456
55445244.5,456
55445259.7,456
55447171.9,456
55447196.3,456
55447262.7,456
55447103.4,457
55447137.8,457
55447161.5,457
55447185.8,457
